target,seed,coverage,risk
ddr,1,0.0037830006439150033,0.23404255319148937
ddr,1,0.0038634900193174502,0.22916666666666666
ddr,1,0.003943979394719897,0.22448979591836735
ddr,1,0.004024468770122344,0.24
ddr,1,0.004104958145524791,0.23529411764705882
ddr,1,0.004185447520927237,0.23076923076923078
ddr,1,0.004265936896329685,0.22641509433962265
ddr,1,0.004346426271732131,0.24074074074074073
ddr,1,0.004426915647134579,0.23636363636363636
ddr,1,0.004507405022537025,0.23214285714285715
ddr,1,0.004587894397939472,0.22807017543859648
ddr,1,0.004668383773341919,0.22413793103448276
ddr,1,0.004748873148744366,0.22033898305084745
ddr,1,0.004829362524146813,0.21666666666666667
ddr,1,0.0049098518995492595,0.22950819672131148
ddr,1,0.004990341274951706,0.22580645161290322
ddr,1,0.0050708306503541535,0.2222222222222222
ddr,1,0.0051513200257566,0.21875
ddr,1,0.005231809401159047,0.2153846153846154
ddr,1,0.005312298776561494,0.21212121212121213
ddr,1,0.0053927881519639405,0.22388059701492538
ddr,1,0.005473277527366388,0.22058823529411764
ddr,1,0.005553766902768834,0.21739130434782608
ddr,1,0.005634256278171281,0.21428571428571427
ddr,1,0.005714745653573728,0.2112676056338028
ddr,1,0.005795235028976175,0.20833333333333334
ddr,1,0.005875724404378622,0.2054794520547945
ddr,1,0.005956213779781069,0.20270270270270271
ddr,1,0.006036703155183515,0.21333333333333335
ddr,1,0.006117192530585963,0.21052631578947367
ddr,1,0.006197681905988409,0.22077922077922077
ddr,1,0.006278171281390857,0.21794871794871795
ddr,1,0.006358660656793303,0.21518987341772153
ddr,1,0.00643915003219575,0.2125
ddr,1,0.006519639407598197,0.20987654320987653
ddr,1,0.006600128783000644,0.21951219512195122
ddr,1,0.006680618158403091,0.21686746987951808
ddr,1,0.006761107533805538,0.21428571428571427
ddr,1,0.006841596909207984,0.21176470588235294
ddr,1,0.006922086284610432,0.20930232558139536
ddr,1,0.007002575660012878,0.20689655172413793
ddr,1,0.0070830650354153256,0.2159090909090909
ddr,1,0.007163554410817772,0.21348314606741572
ddr,1,0.007244043786220219,0.2111111111111111
ddr,1,0.007324533161622666,0.2087912087912088
ddr,1,0.007405022537025113,0.20652173913043478
ddr,1,0.00748551191242756,0.20430107526881722
ddr,1,0.0075660012878300065,0.20212765957446807
ddr,1,0.007646490663232453,0.2
ddr,1,0.0077269800386349004,0.19791666666666666
ddr,1,0.007807469414037347,0.1958762886597938
ddr,1,0.007887958789439794,0.19387755102040816
ddr,1,0.00796844816484224,0.1919191919191919
ddr,1,0.008048937540244688,0.19
ddr,1,0.008129426915647135,0.18811881188118812
ddr,1,0.008209916291049581,0.18627450980392157
ddr,1,0.008290405666452028,0.18446601941747573
ddr,1,0.008370895041854474,0.18269230769230768
ddr,1,0.008451384417256923,0.18095238095238095
ddr,1,0.00853187379265937,0.18867924528301888
ddr,1,0.008612363168061816,0.18691588785046728
ddr,1,0.008692852543464262,0.18518518518518517
ddr,1,0.008773341918866709,0.1834862385321101
ddr,1,0.008853831294269157,0.18181818181818182
ddr,1,0.008934320669671604,0.18018018018018017
ddr,1,0.00901481004507405,0.1875
ddr,1,0.009095299420476497,0.18584070796460178
ddr,1,0.009175788795878943,0.18421052631578946
ddr,1,0.009256278171281392,0.19130434782608696
ddr,1,0.009336767546683838,0.1896551724137931
ddr,1,0.009417256922086285,0.18803418803418803
ddr,1,0.009497746297488731,0.1864406779661017
ddr,1,0.009578235672891178,0.18487394957983194
ddr,1,0.009658725048293626,0.18333333333333332
ddr,1,0.009739214423696073,0.18181818181818182
ddr,1,0.009819703799098519,0.18032786885245902
ddr,1,0.009900193174500966,0.18699186991869918
ddr,1,0.009980682549903412,0.18548387096774194
ddr,1,0.01006117192530586,0.192
ddr,1,0.010141661300708307,0.19047619047619047
ddr,1,0.010222150676110753,0.1889763779527559
ddr,1,0.0103026400515132,0.1875
ddr,1,0.010383129426915647,0.18604651162790697
ddr,1,0.010463618802318095,0.18461538461538463
ddr,1,0.010544108177720541,0.183206106870229
ddr,1,0.010624597553122988,0.18181818181818182
ddr,1,0.010705086928525434,0.18796992481203006
ddr,1,0.010785576303927881,0.19402985074626866
ddr,1,0.01086606567933033,0.1925925925925926
ddr,1,0.010946555054732776,0.19852941176470587
ddr,1,0.011027044430135222,0.19708029197080293
ddr,1,0.011107533805537669,0.1956521739130435
ddr,1,0.011188023180940115,0.2014388489208633
ddr,1,0.011268512556342562,0.2
ddr,1,0.01134900193174501,0.19858156028368795
ddr,1,0.011429491307147457,0.19718309859154928
ddr,1,0.011509980682549903,0.1958041958041958
ddr,1,0.01159047005795235,0.2013888888888889
ddr,1,0.011670959433354796,0.2
ddr,1,0.011751448808757245,0.19863013698630136
ddr,1,0.011831938184159691,0.19727891156462585
ddr,1,0.011912427559562138,0.19594594594594594
ddr,1,0.011992916934964584,0.19463087248322147
ddr,1,0.01207340631036703,0.19333333333333333
ddr,1,0.012153895685769479,0.19205298013245034
ddr,1,0.012234385061171926,0.19736842105263158
ddr,1,0.012314874436574372,0.19607843137254902
ddr,1,0.012395363811976819,0.19480519480519481
ddr,1,0.012475853187379265,0.1935483870967742
ddr,1,0.012556342562781713,0.1987179487179487
ddr,1,0.01263683193818416,0.19745222929936307
ddr,1,0.012717321313586607,0.1962025316455696
ddr,1,0.012797810688989053,0.1949685534591195
ddr,1,0.0128783000643915,0.2
ddr,1,0.012958789439793948,0.19875776397515527
ddr,1,0.013039278815196394,0.2037037037037037
ddr,1,0.013119768190598841,0.20245398773006135
ddr,1,0.013200257566001287,0.20121951219512196
ddr,1,0.013280746941403734,0.2
ddr,1,0.013361236316806182,0.20481927710843373
ddr,1,0.013441725692208629,0.20359281437125748
ddr,1,0.013522215067611075,0.20238095238095238
ddr,1,0.013602704443013522,0.20118343195266272
ddr,1,0.013683193818415968,0.2
ddr,1,0.013763683193818417,0.19883040935672514
ddr,1,0.013844172569220863,0.19767441860465115
ddr,1,0.01392466194462331,0.19653179190751446
ddr,1,0.014005151320025756,0.19540229885057472
ddr,1,0.014085640695428203,0.19428571428571428
ddr,1,0.014166130070830651,0.19886363636363635
ddr,1,0.014246619446233098,0.1977401129943503
ddr,1,0.014327108821635544,0.19662921348314608
ddr,1,0.01440759819703799,0.19553072625698323
ddr,1,0.014488087572440437,0.19444444444444445
ddr,1,0.014568576947842886,0.19337016574585636
ddr,1,0.014649066323245332,0.1978021978021978
ddr,1,0.014729555698647779,0.19672131147540983
ddr,1,0.014810045074050225,0.1956521739130435
ddr,1,0.014890534449452672,0.1945945945945946
ddr,1,0.01497102382485512,0.1935483870967742
ddr,1,0.015051513200257566,0.1925133689839572
ddr,1,0.015132002575660013,0.19680851063829788
ddr,1,0.01521249195106246,0.19576719576719576
ddr,1,0.015292981326464906,0.2
ddr,1,0.015373470701867354,0.20418848167539266
ddr,1,0.015453960077269801,0.203125
ddr,1,0.015534449452672247,0.20207253886010362
ddr,1,0.015614938828074694,0.20103092783505155
ddr,1,0.015695428203477142,0.2
ddr,1,0.015775917578879587,0.1989795918367347
ddr,1,0.015856406954282035,0.19796954314720813
ddr,1,0.01593689632968448,0.20202020202020202
ddr,1,0.01601738570508693,0.20100502512562815
ddr,1,0.016097875080489377,0.2
ddr,1,0.01617836445589182,0.19900497512437812
ddr,1,0.01625885383129427,0.19801980198019803
ddr,1,0.016339343206696715,0.2019704433497537
ddr,1,0.016419832582099163,0.20098039215686275
ddr,1,0.01650032195750161,0.2
ddr,1,0.016580811332904056,0.19902912621359223
ddr,1,0.016661300708306504,0.19806763285024154
ddr,1,0.01674179008370895,0.1971153846153846
ddr,1,0.016822279459111397,0.19617224880382775
ddr,1,0.016902768834513845,0.19523809523809524
ddr,1,0.01698325820991629,0.1943127962085308
ddr,1,0.01706374758531874,0.19339622641509435
ddr,1,0.017144236960721183,0.19248826291079812
ddr,1,0.01722472633612363,0.19158878504672897
ddr,1,0.01730521571152608,0.19069767441860466
ddr,1,0.017385705086928525,0.18981481481481483
ddr,1,0.017466194462330973,0.1889400921658986
ddr,1,0.017546683837733418,0.18807339449541285
ddr,1,0.017627173213135866,0.1872146118721461
ddr,1,0.017707662588538314,0.18636363636363637
ddr,1,0.01778815196394076,0.18552036199095023
ddr,1,0.017868641339343207,0.18468468468468469
ddr,1,0.017949130714745652,0.18385650224215247
ddr,1,0.0180296200901481,0.18303571428571427
ddr,1,0.01811010946555055,0.18222222222222223
ddr,1,0.018190598840952994,0.18141592920353983
ddr,1,0.018271088216355442,0.18061674008810572
ddr,1,0.018351577591757887,0.18421052631578946
ddr,1,0.018432066967160335,0.18340611353711792
ddr,1,0.018512556342562783,0.1826086956521739
ddr,1,0.018593045717965228,0.18181818181818182
ddr,1,0.018673535093367676,0.1810344827586207
ddr,1,0.01875402446877012,0.18025751072961374
ddr,1,0.01883451384417257,0.18376068376068377
ddr,1,0.018915003219575018,0.1829787234042553
ddr,1,0.018995492594977462,0.18220338983050846
ddr,1,0.01907598197037991,0.18565400843881857
ddr,1,0.019156471345782355,0.18487394957983194
ddr,1,0.019236960721184804,0.18410041841004185
ddr,1,0.019317450096587252,0.18333333333333332
ddr,1,0.019397939471989697,0.1825726141078838
ddr,1,0.019478428847392145,0.1859504132231405
ddr,1,0.01955891822279459,0.18930041152263374
ddr,1,0.019639407598197038,0.1885245901639344
ddr,1,0.019719896973599486,0.18775510204081633
ddr,1,0.01980038634900193,0.18699186991869918
ddr,1,0.01988087572440438,0.1902834008097166
ddr,1,0.019961365099806824,0.18951612903225806
ddr,1,0.020041854475209273,0.18875502008032127
ddr,1,0.02012234385061172,0.188
ddr,1,0.020202833226014166,0.18725099601593626
ddr,1,0.020283322601416614,0.1865079365079365
ddr,1,0.02036381197681906,0.1857707509881423
ddr,1,0.020444301352221507,0.18503937007874016
ddr,1,0.020524790727623955,0.1843137254901961
ddr,1,0.0206052801030264,0.18359375
ddr,1,0.02068576947842885,0.1867704280155642
ddr,1,0.020766258853831293,0.18604651162790697
ddr,1,0.02084674822923374,0.18532818532818532
ddr,1,0.02092723760463619,0.18461538461538463
ddr,1,0.021007726980038634,0.1839080459770115
ddr,1,0.021088216355441083,0.183206106870229
ddr,1,0.021168705730843528,0.18250950570342206
ddr,1,0.021249195106245976,0.18181818181818182
ddr,1,0.021329684481648424,0.1811320754716981
ddr,1,0.02141017385705087,0.18045112781954886
ddr,1,0.021490663232453317,0.1797752808988764
ddr,1,0.021571152607855762,0.1791044776119403
ddr,1,0.02165164198325821,0.17843866171003717
ddr,1,0.02173213135866066,0.17777777777777778
ddr,1,0.021812620734063103,0.17712177121771217
ddr,1,0.02189311010946555,0.1801470588235294
ddr,1,0.021973599484867996,0.1794871794871795
ddr,1,0.022054088860270445,0.17883211678832117
ddr,1,0.022134578235672893,0.1781818181818182
ddr,1,0.022215067611075338,0.17753623188405798
ddr,1,0.022295556986477786,0.17689530685920576
ddr,1,0.02237604636188023,0.17625899280575538
ddr,1,0.02245653573728268,0.17562724014336917
ddr,1,0.022537025112685124,0.17857142857142858
ddr,1,0.022617514488087572,0.17793594306049823
ddr,1,0.02269800386349002,0.1773049645390071
ddr,1,0.022778493238892465,0.17667844522968199
ddr,1,0.022858982614294913,0.176056338028169
ddr,1,0.022939471989697358,0.17543859649122806
ddr,1,0.023019961365099807,0.17482517482517482
ddr,1,0.023100450740502255,0.17421602787456447
ddr,1,0.0231809401159047,0.1736111111111111
ddr,1,0.023261429491307148,0.17301038062283736
ddr,1,0.023341918866709593,0.1724137931034483
ddr,1,0.02342240824211204,0.17525773195876287
ddr,1,0.02350289761751449,0.17465753424657535
ddr,1,0.023583386992916934,0.17406143344709898
ddr,1,0.023663876368319382,0.17346938775510204
ddr,1,0.023744365743721827,0.17288135593220338
ddr,1,0.023824855119124275,0.17229729729729729
ddr,1,0.023905344494526724,0.1750841750841751
ddr,1,0.02398583386992917,0.174496644295302
ddr,1,0.024066323245331617,0.17391304347826086
ddr,1,0.02414681262073406,0.17333333333333334
ddr,1,0.02422730199613651,0.17275747508305647
ddr,1,0.024307791371538958,0.17218543046357615
ddr,1,0.024388280746941403,0.1716171617161716
ddr,1,0.02446877012234385,0.17105263157894737
ddr,1,0.024549259497746296,0.17049180327868851
ddr,1,0.024629748873148744,0.16993464052287582
ddr,1,0.024710238248551192,0.16938110749185667
ddr,1,0.024790727623953637,0.16883116883116883
ddr,1,0.024871216999356086,0.16828478964401294
ddr,1,0.02495170637475853,0.16774193548387098
ddr,1,0.02503219575016098,0.16720257234726688
ddr,1,0.025112685125563427,0.16666666666666666
ddr,1,0.02519317450096587,0.16613418530351437
ddr,1,0.02527366387636832,0.16560509554140126
ddr,1,0.025354153251770765,0.16825396825396827
ddr,1,0.025434642627173213,0.16772151898734178
ddr,1,0.02551513200257566,0.167192429022082
ddr,1,0.025595621377978106,0.16666666666666666
ddr,1,0.025676110753380554,0.16614420062695925
ddr,1,0.025756600128783,0.165625
ddr,1,0.025837089504185447,0.16510903426791276
ddr,1,0.025917578879587896,0.16459627329192547
ddr,1,0.02599806825499034,0.16408668730650156
ddr,1,0.02607855763039279,0.16358024691358025
ddr,1,0.026159047005795234,0.16307692307692306
ddr,1,0.026239536381197682,0.16257668711656442
ddr,1,0.02632002575660013,0.1620795107033639
ddr,1,0.026400515132002575,0.16158536585365854
ddr,1,0.026481004507405023,0.16109422492401215
ddr,1,0.026561493882807468,0.1606060606060606
ddr,1,0.026641983258209916,0.16012084592145015
ddr,1,0.026722472633612365,0.15963855421686746
ddr,1,0.02680296200901481,0.15915915915915915
ddr,1,0.026883451384417258,0.15868263473053892
ddr,1,0.026963940759819702,0.1582089552238806
ddr,1,0.02704443013522215,0.15773809523809523
ddr,1,0.0271249195106246,0.1572700296735905
ddr,1,0.027205408886027044,0.15680473372781065
ddr,1,0.027285898261429492,0.15634218289085547
ddr,1,0.027366387636831937,0.15588235294117647
ddr,1,0.027446877012234385,0.15542521994134897
ddr,1,0.027527366387636833,0.15789473684210525
ddr,1,0.027607855763039278,0.15743440233236153
ddr,1,0.027688345138441726,0.15988372093023256
ddr,1,0.02776883451384417,0.15942028985507245
ddr,1,0.02784932388924662,0.15895953757225434
ddr,1,0.027929813264649068,0.1585014409221902
ddr,1,0.028010302640051513,0.15804597701149425
ddr,1,0.02809079201545396,0.16045845272206305
ddr,1,0.028171281390856406,0.16
ddr,1,0.028251770766258854,0.15954415954415954
ddr,1,0.028332260141661302,0.1590909090909091
ddr,1,0.028412749517063747,0.15864022662889518
ddr,1,0.028493238892466195,0.15819209039548024
ddr,1,0.02857372826786864,0.15774647887323945
ddr,1,0.02865421764327109,0.15730337078651685
ddr,1,0.028734707018673537,0.1568627450980392
ddr,1,0.02881519639407598,0.1564245810055866
ddr,1,0.02889568576947843,0.15598885793871867
ddr,1,0.028976175144880875,0.15555555555555556
ddr,1,0.029056664520283323,0.15512465373961218
ddr,1,0.02913715389568577,0.15469613259668508
ddr,1,0.029217643271088216,0.15426997245179064
ddr,1,0.029298132646490664,0.1565934065934066
ddr,1,0.02937862202189311,0.15616438356164383
ddr,1,0.029459111397295557,0.1557377049180328
ddr,1,0.029539600772698005,0.1553133514986376
ddr,1,0.02962009014810045,0.15489130434782608
ddr,1,0.0297005795235029,0.15447154471544716
ddr,1,0.029781068898905343,0.15405405405405406
ddr,1,0.02986155827430779,0.15363881401617252
ddr,1,0.02994204764971024,0.1532258064516129
ddr,1,0.030022537025112685,0.15281501340482573
ddr,1,0.030103026400515133,0.15240641711229946
ddr,1,0.030183515775917578,0.152
ddr,1,0.030264005151320026,0.15159574468085107
ddr,1,0.030344494526722474,0.15119363395225463
ddr,1,0.03042498390212492,0.15079365079365079
ddr,1,0.030505473277527367,0.1503957783641161
ddr,1,0.030585962652929812,0.15
ddr,1,0.03066645202833226,0.15223097112860892
ddr,1,0.03074694140373471,0.1518324607329843
ddr,1,0.030827430779137154,0.1514360313315927
ddr,1,0.030907920154539602,0.15104166666666666
ddr,1,0.030988409529942047,0.15064935064935064
ddr,1,0.031068898905344495,0.15025906735751296
ddr,1,0.031149388280746943,0.14987080103359174
ddr,1,0.031229877656149388,0.14948453608247422
ddr,1,0.031310367031551836,0.14910025706940874
ddr,1,0.031390856406954284,0.14871794871794872
ddr,1,0.031471345782356726,0.1483375959079284
ddr,1,0.031551835157759174,0.15051020408163265
ddr,1,0.03163232453316162,0.15267175572519084
ddr,1,0.03171281390856407,0.15228426395939088
ddr,1,0.03179330328396652,0.1518987341772152
ddr,1,0.03187379265936896,0.15404040404040403
ddr,1,0.03195428203477141,0.15365239294710328
ddr,1,0.03203477141017386,0.15326633165829145
ddr,1,0.032115260785576305,0.15288220551378445
ddr,1,0.03219575016097875,0.1525
ddr,1,0.032276239536381195,0.15211970074812967
ddr,1,0.03235672891178364,0.1517412935323383
ddr,1,0.03243721828718609,0.15384615384615385
ddr,1,0.03251770766258854,0.15594059405940594
ddr,1,0.03259819703799099,0.15555555555555556
ddr,1,0.03267868641339343,0.15517241379310345
ddr,1,0.03275917578879588,0.1547911547911548
ddr,1,0.032839665164198326,0.15441176470588236
ddr,1,0.032920154539600774,0.15403422982885084
ddr,1,0.03300064391500322,0.15365853658536585
ddr,1,0.033081133290405663,0.15328467153284672
ddr,1,0.03316162266580811,0.1529126213592233
ddr,1,0.03324211204121056,0.15254237288135594
ddr,1,0.03332260141661301,0.15458937198067632
ddr,1,0.03340309079201546,0.15421686746987953
ddr,1,0.0334835801674179,0.15384615384615385
ddr,1,0.033564069542820346,0.15347721822541965
ddr,1,0.033644558918222794,0.15311004784688995
ddr,1,0.03372504829362524,0.15274463007159905
ddr,1,0.03380553766902769,0.1523809523809524
ddr,1,0.03388602704443013,0.15201900237529692
ddr,1,0.03396651641983258,0.15165876777251186
ddr,1,0.03404700579523503,0.15130023640661938
ddr,1,0.03412749517063748,0.1509433962264151
ddr,1,0.034207984546039925,0.15058823529411763
ddr,1,0.03428847392144237,0.15023474178403756
ddr,1,0.034368963296844815,0.14988290398126464
ddr,1,0.03444945267224726,0.15186915887850466
ddr,1,0.03452994204764971,0.15384615384615385
ddr,1,0.03461043142305216,0.15348837209302327
ddr,1,0.0346909207984546,0.1531322505800464
ddr,1,0.03477141017385705,0.1527777777777778
ddr,1,0.0348518995492595,0.15242494226327943
ddr,1,0.034932388924661946,0.1543778801843318
ddr,1,0.035012878300064394,0.15402298850574714
ddr,1,0.035093367675466836,0.1536697247706422
ddr,1,0.035173857050869284,0.15331807780320367
ddr,1,0.03525434642627173,0.15296803652968036
ddr,1,0.03533483580167418,0.15261958997722094
ddr,1,0.03541532517707663,0.15227272727272728
ddr,1,0.03549581455247907,0.15192743764172337
ddr,1,0.03557630392788152,0.1515837104072398
ddr,1,0.035656793303283967,0.15124153498871332
ddr,1,0.035737282678686415,0.15090090090090091
ddr,1,0.03581777205408886,0.15280898876404495
ddr,1,0.035898261429491304,0.1547085201793722
ddr,1,0.03597875080489375,0.15436241610738255
ddr,1,0.0360592401802962,0.15401785714285715
ddr,1,0.03613972955569865,0.155902004454343
ddr,1,0.0362202189311011,0.15555555555555556
ddr,1,0.03630070830650354,0.15521064301552107
ddr,1,0.03638119768190599,0.15486725663716813
ddr,1,0.036461687057308435,0.1545253863134658
ddr,1,0.036542176432710884,0.15418502202643172
ddr,1,0.03662266580811333,0.15384615384615385
ddr,1,0.03670315518351577,0.15350877192982457
ddr,1,0.03678364455891822,0.15317286652078774
ddr,1,0.03686413393432067,0.15283842794759825
ddr,1,0.03694462330972312,0.15250544662309368
ddr,1,0.037025112685125566,0.15217391304347827
ddr,1,0.03710560206052801,0.1540130151843818
ddr,1,0.037186091435930456,0.15367965367965367
ddr,1,0.037266580811332904,0.15334773218142547
ddr,1,0.03734707018673535,0.15301724137931033
ddr,1,0.0374275595621378,0.15268817204301074
ddr,1,0.03750804893754024,0.15236051502145923
ddr,1,0.03758853831294269,0.15203426124197003
ddr,1,0.03766902768834514,0.15384615384615385
ddr,1,0.03774951706374759,0.1535181236673774
ddr,1,0.037830006439150035,0.15319148936170213
ddr,1,0.037910495814552476,0.15286624203821655
ddr,1,0.037990985189954925,0.15254237288135594
ddr,1,0.03807147456535737,0.1522198731501057
ddr,1,0.03815196394075982,0.1540084388185654
ddr,1,0.03823245331616227,0.15368421052631578
ddr,1,0.03831294269156471,0.15336134453781514
ddr,1,0.03839343206696716,0.1530398322851153
ddr,1,0.03847392144236961,0.15481171548117154
ddr,1,0.038554410817772056,0.1544885177453027
ddr,1,0.038634900193174504,0.15416666666666667
ddr,1,0.038715389568576945,0.15384615384615385
ddr,1,0.038795878943979394,0.15352697095435686
ddr,1,0.03887636831938184,0.15320910973084886
ddr,1,0.03895685769478429,0.15495867768595042
ddr,1,0.03903734707018674,0.15463917525773196
ddr,1,0.03911783644558918,0.15432098765432098
ddr,1,0.03919832582099163,0.1540041067761807
ddr,1,0.039278815196394076,0.15368852459016394
ddr,1,0.039359304571796525,0.15337423312883436
ddr,1,0.03943979394719897,0.15306122448979592
ddr,1,0.039520283322601414,0.15274949083503056
ddr,1,0.03960077269800386,0.1524390243902439
ddr,1,0.03968126207340631,0.15415821501014199
ddr,1,0.03976175144880876,0.15384615384615385
ddr,1,0.03984224082421121,0.15353535353535352
ddr,1,0.03992273019961365,0.1532258064516129
ddr,1,0.0400032195750161,0.1529175050301811
ddr,1,0.040083708950418545,0.15261044176706828
ddr,1,0.04016419832582099,0.1523046092184369
ddr,1,0.04024468770122344,0.154
ddr,1,0.04032517707662588,0.1536926147704591
ddr,1,0.04040566645202833,0.15338645418326693
ddr,1,0.04048615582743078,0.15308151093439365
ddr,1,0.04056664520283323,0.15476190476190477
ddr,1,0.040647134578235676,0.15445544554455445
ddr,1,0.04072762395363812,0.1541501976284585
ddr,1,0.040808113329040566,0.15384615384615385
ddr,1,0.040888602704443014,0.15354330708661418
ddr,1,0.04096909207984546,0.15324165029469547
ddr,1,0.04104958145524791,0.15294117647058825
ddr,1,0.04113007083065035,0.15264187866927592
ddr,1,0.0412105602060528,0.15234375
ddr,1,0.04129104958145525,0.15204678362573099
ddr,1,0.0413715389568577,0.1517509727626459
ddr,1,0.041452028332260145,0.15145631067961166
ddr,1,0.041532517707662586,0.1511627906976744
ddr,1,0.041613007083065034,0.15087040618955513
ddr,1,0.04169349645846748,0.1525096525096525
ddr,1,0.04177398583386993,0.15414258188824662
ddr,1,0.04185447520927238,0.15576923076923077
ddr,1,0.04193496458467482,0.15547024952015356
ddr,1,0.04201545396007727,0.15517241379310345
ddr,1,0.04209594333547972,0.15487571701720843
ddr,1,0.042176432710882165,0.15458015267175573
ddr,1,0.042256922086284614,0.15619047619047619
ddr,1,0.042337411461687055,0.15779467680608364
ddr,1,0.0424179008370895,0.15749525616698293
ddr,1,0.04249839021249195,0.1571969696969697
ddr,1,0.0425788795878944,0.15689981096408318
ddr,1,0.04265936896329685,0.15660377358490565
ddr,1,0.04273985833869929,0.15819209039548024
ddr,1,0.04282034771410174,0.15789473684210525
ddr,1,0.042900837089504186,0.1575984990619137
ddr,1,0.042981326464906634,0.15730337078651685
ddr,1,0.04306181584030908,0.15700934579439252
ddr,1,0.043142305215711524,0.15671641791044777
ddr,1,0.04322279459111397,0.1564245810055866
ddr,1,0.04330328396651642,0.15613382899628253
ddr,1,0.04338377334191887,0.15584415584415584
ddr,1,0.04346426271732132,0.15555555555555556
ddr,1,0.04354475209272376,0.15526802218114602
ddr,1,0.04362524146812621,0.15498154981549817
ddr,1,0.043705730843528655,0.15469613259668508
ddr,1,0.0437862202189311,0.15441176470588236
ddr,1,0.04386670959433355,0.15412844036697249
ddr,1,0.04394719896973599,0.15384615384615385
ddr,1,0.04402768834513844,0.15356489945155394
ddr,1,0.04410817772054089,0.15328467153284672
ddr,1,0.04418866709594334,0.15300546448087432
ddr,1,0.044269156471345786,0.15272727272727274
ddr,1,0.04434964584674823,0.15245009074410162
ddr,1,0.044430135222150675,0.15217391304347827
ddr,1,0.044510624597553124,0.1518987341772152
ddr,1,0.04459111397295557,0.15162454873646208
ddr,1,0.04467160334835801,0.15135135135135136
ddr,1,0.04475209272376046,0.1510791366906475
ddr,1,0.04483258209916291,0.15080789946140036
ddr,1,0.04491307147456536,0.15232974910394265
ddr,1,0.044993560849967806,0.1520572450805009
ddr,1,0.04507405022537025,0.15178571428571427
ddr,1,0.045154539600772696,0.15151515151515152
ddr,1,0.045235028976175144,0.1512455516014235
ddr,1,0.04531551835157759,0.152753108348135
ddr,1,0.04539600772698004,0.1524822695035461
ddr,1,0.04547649710238248,0.15221238938053097
ddr,1,0.04555698647778493,0.1519434628975265
ddr,1,0.04563747585318738,0.15167548500881833
ddr,1,0.04571796522858983,0.15140845070422534
ddr,1,0.045798454603992275,0.15114235500878734
ddr,1,0.045878943979394717,0.15087719298245614
ddr,1,0.045959433354797165,0.15061295971978983
ddr,1,0.04603992273019961,0.15034965034965034
ddr,1,0.04612041210560206,0.1518324607329843
ddr,1,0.04620090148100451,0.15156794425087108
ddr,1,0.04628139085640695,0.15304347826086956
ddr,1,0.0463618802318094,0.1545138888888889
ddr,1,0.04644236960721185,0.15424610051993068
ddr,1,0.046522858982614296,0.15397923875432526
ddr,1,0.046603348358016744,0.153713298791019
ddr,1,0.046683837733419185,0.15344827586206897
ddr,1,0.046764327108821634,0.153184165232358
ddr,1,0.04684481648422408,0.15292096219931273
ddr,1,0.04692530585962653,0.15265866209262435
ddr,1,0.04700579523502898,0.1523972602739726
ddr,1,0.04708628461043142,0.15213675213675212
ddr,1,0.04716677398583387,0.15187713310580206
ddr,1,0.047247263361236316,0.151618398637138
ddr,1,0.047327752736638765,0.15136054421768708
